name;urls;description
Ashipa Electric;http://ashipaelectric.com, https://twitter.com/@AshipaElectric, http://crunchbase.com/organization/ashipa-electric;Microgrid developer creating power solutions to energize economic activities in underserved communities across the globe.
askneo.io;http://thesquareplan.com, https://twitter.com/@askneo_io, http://crunchbase.com/organization/askneo-io#section-overview;Helping eCommerce brands triple their revenues through texting.
AskWinston;http://askwinston.io, https://twitter.com/@GetAskWinston, http://crunchbase.com/organization/ask-winston;Smart household manager for families.
Asoriba;http://asoriba.com, https://twitter.com/@asoribaapp, http://crunchbase.com/organization/asoriba;Asoriba is a web and mobile management and donation platform that facilitates effective church administration and seamless member engagement.
Aspen Apothecary;http://ourside.nyc, https://twitter.com/@aspen_scents, http://crunchbase.com/organization/aspen-apothecary;Luxury natural fragrance brand
Aspinity;http://aspinity.com, https://twitter.com/@aspinity, http://crunchbase.com/organization/aspinity;Aspinity enables the next generation of battery-operated devicesвЂ”from voice control and biomedical, to condition monitoring for smart factories, and more.
Assemblr;http://assemblrworld.com, https://twitter.com/@assemblrworld, http://crunchbase.com/organization/assemblr-app;A Platform to simplify the process of accessing and creating Augmented Reality content, whilst running both on mobile and desktop applications.
Asset Reality;http://assetreality.com, https://twitter.com/@asset_reality, http://crunchbase.com/organization/asset-reality;The world's first end-to-end solution for investigating, recovering, managing & selling seized crypto assets.
assetvault;http://assetvault.co, https://twitter.com/@assetvaultco, http://crunchbase.com/organization/assetvault;Catalogue, protect and manage your physical and digital assets
ASTRA by Czar Securities;http://getastra.com, https://twitter.com/@getastra, http://crunchbase.com/organization/astra-c747;Making web & application security suite making security super simple for businesses, for real. Firewall | Malware Scanner | Security Audits for Websites & Apps.
Astro;http://astro.ai, https://twitter.com/@astroautomation, http://crunchbase.com/organization/astro-inc;Simpler Solutions for a Smarter Home
AstroPrint;http://astroprint.com, https://twitter.com/@AstroPrint3D, http://crunchbase.com/organization/astroprint;Best-in-class software, Cloud, APIs, for 3D printers. We're quickly replacing the antiquated software of 3DPs to help bring the industry to mass adoption.
Asvin Tech;http://dentratech.com, https://twitter.com/@AsvinTech, http://crunchbase.com/organization/asvin-tech;Asvin Tech develops AI-powered, low-cost, and high-precision 3D solutions for dentists in low-to-middle-income countries
AtCipher;http://atcipher.com, https://twitter.com/@atcipher, http://crunchbase.com/organization/atcipher;AtCipher helps business to protect data in the cloud.
Ateios;http://ateios.com, https://twitter.com/@AteiosSystems, http://crunchbase.com/organization/ateios;The first truly flexible and ultra-thin printed battery.
Athen.ai;http://athenaineuro.com;Sensor fusion for low-power and low latency IoT networks
Athlytic;http://athlytic.io, https://twitter.com/@athlytic, http://crunchbase.com/organization/athlytic;Athlytic is a marketplace that connects student athletes to endorsement opportunities.
Atlas;http://atlas.love, https://twitter.com/@atlastogether, http://crunchbase.com/organization/atlas-b41b;Atlas is committed to building a fairer world for Authors, creating delightful and inspiring reading experiences for book lovers.
Atlas AI;http://atlasai.co.uk;For people working out online, our browser extension provides performance feedback on any platform. It's a bit like Grammarly, but for your squats.
Atlas Wearables;http://atlaswearables.com, https://twitter.com/@AtlasWearables, http://crunchbase.com/organization/atlas;A new approach to wearable technology in the fitness industry
Atom;http://atomchat.io, https://twitter.com/@AtomChat_io, http://crunchbase.com/organization/atom-chat;Atom helps companies increase their sales teams' productivity by engaging customers via the messaging apps they use. Think Hubspot Lead Scoring for WhatsApp.
Atoma;http://atomagroup.com;
Atomos Space;http://atomosspace.com, https://twitter.com/@atomosnuclear, http://crunchbase.com/organization/atomos-nuclear-and-space#section-overview;Builds and operates orbital transfer vehicles that help satellites get to orbit more cost-effectively
Atom Universe;http://atomuniverse.net;The mobile and PC/Mac Metaverse platform in 30 days, instead of years of development
Attentive.us;http://attentive.us, https://twitter.com/@attentiveus, http://crunchbase.com/organization/attentive-us#/entity;Meet Attentive, your Salesforce assistant on Slack.
Audience;http://spark.dj, https://twitter.com/@joinaudience, http://crunchbase.com/organization/spark-dj-inc;Audience is an audio-visual music platform that allows curators to earn money building robot DJs that play new artists music.
Audigo Labs;http://audigolabs.com, https://twitter.com/@AudigoLabs, http://crunchbase.com/organization/audigo-labs;Audigo Labs puts a professional quality recording studio into your pocket, allowing musicians, podcasters, and content creators to effortlessly capture, edit, and share professional-quality audio.
AUDIT XPRT LIMITED;http://auditxprt.com, https://twitter.com/@AuditXprt, http://crunchbase.com/organization/auditxprt;Automating compliance and auditing using AI and Machine Learning
Audyo;http://audyo.ai, https://twitter.com/@audyoai, http://crunchbase.com/organization/audyo-inc;Listen to and discuss your favorite newsletters and articles.
Augumi Pte. Lte.;http://asksid.ai, https://twitter.com/@_AskSid, http://crunchbase.com/organization/asksid-technology-solutions;A digital shopping assistant that help retail brands sell more faster.
Augur;http://augur.io, https://twitter.com/@Augur, http://crunchbase.com/organization/augur;Augur provides ad-tech agencies with cross-device and cross-channel attribution. We're building the largest 3rd Party Deterministic Device Graph in the world.
Augurisk;http://augurisk.com, https://twitter.com/@augurisk, http://crunchbase.com/organization/augurisk;Augurisk helps mitigate crime and natural disaster risks anywhere in the US by providing predictive analysis and advanced risk scoring.
Aumet;http://aumet.me, https://twitter.com/@aumet_me, http://crunchbase.com/organization/crunchbase_Aumet;Aumet allows medical manufacturers and distributors increase their sales by sharing hospital inquiries, business news, search for products, and find potential clients.
Aunt Flow;http://goauntflow.com, https://twitter.com/@goauntflow, http://crunchbase.com/organization/aunt-flow;Aunt Flow stocks 100+ organizations with our 100% organic cotton tampons and pads, so companies and schools can offer them for free to employees.
Auquan;http://auquan.com, https://twitter.com/@tradewithauquan, http://crunchbase.com/organization/auquan;Auquan is a platform to crowd-source data-driven trading strategies from a community of data scientists
Authored.В®;http://authoredapparel.com, https://twitter.com/@AuthoredApparel, http://crunchbase.com/organization/authored-c91e;Dignified dressing options regardless of age, physical limitations, or care needs because every day we wake up a day older having to dress or be dressed.
Autobia;http://auto.sa;B2B marketplace leveraging the data to solve the infrastructure & after-sales challenges in the automotive industry
Autobon;http://autobon.ai, https://twitter.com/@autobonai, http://crunchbase.com/organization/autobon;Connected Sensing and Automation Platform For Existing Semi-Trucks
AutoDo-IT;http://autodo-it.com, https://twitter.com/@AutodoI, http://crunchbase.com/organization/autodo-it;AutoDo-It is a one-stop-shop community and e-commerce (market-network) platform built to empower the DIY Automotive Markets.
Autom8;http://autom8.network;The world's first open serverless platform
Automotus;http://automotus.co, https://twitter.com/@automotus_inc, http://crunchbase.com/organization/automotus#section-overview;Automotus video analytics automate curbside operations for all things mobility вЂ“ from passenger vehicles and Ubers, to scooters and delivery trucks.
Autonopia;http://autonopia.com, https://twitter.com/@autonopia, http://crunchbase.com/organization/autonopia;Autonomous robots designed for cleaning building windows.
Autority.io;http://autority.io, http://crunchbase.com/organization/autority-io;Autority is a consolidated payment platform for car owners.
Availyst;http://home.availyst.com, https://twitter.com/@availyst, http://crunchbase.com/organization/availyst;Availyst is a delivery management platform that offers a personalized search engine for food and beverage delivery. It helps users save time and money on delivery and on-demand services. The platform was founded by Mandy Poston.
